-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 10/01/2008 through 02/29/2024 
Location: Latitude  -22.2001   Longitude -65.62 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 3590.49 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
WS2M            MERRA-2 Wind Speed at 2 Meters (m/s) 
T2M             MERRA-2 Temperature at 2 Meters (C) 
T2M_RANGE       MERRA-2 Temperature at 2 Meters Range (C) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
PS              MERRA-2 Surface Pressure (kPa) 
-END HEADER-
YEAR,MO,DY,WS2M,T2M,T2M_RANGE,PRECTOTCORR,RH2M,PS
2012,11,14,3.52,12.71,16.23,0.0,59.31,66.23
2012,11,15,3.33,12.51,16.66,0.0,57.56,66.12
2012,11,16,3.34,12.0,14.63,0.0,62.69,66.17
2012,11,17,3.62,12.17,14.23,0.11,64.62,66.27
2012,11,18,3.09,12.44,14.48,10.63,63.75,66.23
2012,11,19,2.51,12.64,15.62,3.33,65.06,66.2
2012,11,20,2.8,10.39,14.95,0.34,66.69,66.25
2012,11,21,2.87,12.08,14.72,0.19,64.19,66.16
2012,11,22,2.99,12.9,20.17,3.61,53.25,66.1
2012,11,23,2.7,13.33,15.41,1.91,61.19,66.09
2012,11,24,3.88,11.07,11.35,0.21,68.12,66.23
2012,11,25,4.23,12.06,16.71,0.01,63.0,66.19
2012,11,26,2.76,14.48,18.39,0.0,55.75,66.18
2012,11,27,2.89,14.66,17.21,0.0,54.25,66.11
2012,11,28,2.52,15.75,16.55,0.0,50.81,65.97
2012,11,29,2.24,13.89,15.77,1.46,41.81,66.12
2012,11,30,3.8,12.37,16.27,0.05,49.06,66.26
2012,12,1,3.29,13.1,12.67,0.03,65.31,66.3
2012,12,2,3.7,13.91,14.24,0.0,61.38,66.26
2012,12,3,3.66,14.51,18.09,0.0,52.38,66.21
2012,12,4,3.42,15.52,16.01,0.0,55.56,66.2
2012,12,5,3.7,15.39,15.49,0.0,56.5,66.13
2012,12,6,2.19,16.42,16.01,3.04,52.25,65.92
2012,12,7,4.41,14.0,14.35,0.05,49.44,66.08
2012,12,8,3.05,12.36,14.3,0.0,61.5,66.33
2012,12,9,3.12,14.21,15.96,0.1,56.69,66.35
2012,12,10,2.77,16.73,19.91,0.0,52.06,66.0
2012,12,11,3.62,13.18,14.2,14.09,57.25,66.05
2012,12,12,2.59,14.26,18.86,1.45,54.94,65.95
2012,12,13,3.31,11.13,13.77,4.67,66.25,66.16
2012,12,14,2.69,12.71,15.57,0.86,61.56,66.12
2012,12,15,2.96,12.48,11.77,0.0,65.12,66.13
2012,12,16,2.84,14.05,17.19,0.37,59.31,66.07
2012,12,17,2.43,12.51,14.19,0.05,62.5,66.06
2012,12,18,2.36,14.65,20.82,2.85,52.0,65.8
2012,12,19,2.65,15.28,19.26,2.92,46.25,65.79
2012,12,20,3.07,13.94,19.4,8.32,48.81,65.91
2012,12,21,3.49,12.74,16.05,1.24,58.69,66.17
2012,12,22,3.63,13.34,14.7,0.06,61.25,66.33
2012,12,23,2.58,13.98,13.7,1.46,61.31,66.19
2012,12,24,2.48,15.14,17.05,0.03,51.38,66.08
2012,12,25,3.52,14.23,16.31,27.37,53.69,65.98
2012,12,26,3.45,10.89,12.47,1.01,67.0,66.09
2012,12,27,3.74,10.96,12.47,0.26,73.0,66.04
2012,12,28,3.63,10.86,14.65,0.56,69.5,66.0
2012,12,29,3.01,12.61,15.39,2.38,65.56,65.98
2012,12,30,2.66,12.58,18.73,0.4,54.81,66.12
2012,12,31,2.79,14.12,18.7,0.33,42.88,66.15
2013,1,1,3.28,11.19,14.05,4.5,66.38,66.29
2013,1,2,3.3,10.58,14.95,1.32,68.31,66.29
2013,1,3,2.73,13.06,17.14,0.02,61.0,66.31
2013,1,4,2.79,14.07,15.5,0.0,60.12,66.37
2013,1,5,2.91,15.06,16.73,1.43,56.94,66.26
2013,1,6,1.48,12.65,12.77,1.06,56.69,66.05
2013,1,7,3.01,12.9,20.57,0.08,45.31,65.99
2013,1,8,2.82,13.76,14.27,1.36,59.0,66.24
2013,1,9,3.52,12.26,13.3,9.73,66.31,66.47
2013,1,10,3.77,11.91,11.38,0.55,70.19,66.51
2013,1,11,3.51,12.31,15.12,0.14,62.56,66.31
2013,1,12,3.22,11.34,12.99,5.92,70.5,66.15
2013,1,13,2.78,10.06,11.05,14.99,74.38,66.29
2013,1,14,1.8,9.23,12.7,7.93,72.19,66.31
2013,1,15,2.41,8.4,13.56,2.18,73.69,66.18
2013,1,16,2.7,10.19,14.99,3.22,70.31,66.04
2013,1,17,3.82,9.22,12.09,16.16,77.12,66.27
2013,1,18,2.45,6.9,9.88,15.23,82.69,66.41
2013,1,19,3.83,8.97,10.51,16.12,78.94,66.34
2013,1,20,2.93,6.91,13.6,20.57,77.62,66.32
2013,1,21,2.34,8.33,15.01,10.69,73.06,66.27
2013,1,22,2.88,10.65,13.68,1.01,72.5,66.37
2013,1,23,1.48,9.64,9.28,12.16,76.56,66.46
2013,1,24,1.7,11.34,15.73,0.05,62.31,66.26
2013,1,25,2.85,10.39,18.08,0.28,58.25,66.29
2013,1,26,2.88,10.12,10.91,14.81,76.94,66.38
2013,1,27,2.91,10.62,12.21,1.26,74.06,66.44
2013,1,28,2.44,11.09,13.08,3.22,74.06,66.52
2013,1,29,2.58,11.22,12.31,9.97,70.5,66.52
2013,1,30,2.59,9.08,6.76,9.36,77.56,66.43
2013,1,31,2.52,10.16,14.18,5.47,76.06,66.23
2013,2,1,1.92,11.87,13.83,5.99,74.12,66.29
2013,2,2,3.13,11.79,15.39,5.6,69.31,66.49
2013,2,3,3.37,11.27,10.73,6.88,76.38,66.53
2013,2,4,2.8,11.95,14.66,0.23,69.56,66.34
2013,2,5,3.22,9.94,10.97,4.33,78.25,66.34
2013,2,6,2.33,7.83,12.1,10.82,80.88,66.36
2013,2,7,2.37,7.41,13.69,7.26,77.69,66.29
2013,2,8,2.41,9.19,13.8,5.05,73.38,66.19
2013,2,9,2.74,8.87,13.71,10.62,77.06,66.14
2013,2,10,2.09,9.23,16.23,0.68,70.0,66.08
2013,2,11,1.76,9.34,11.87,2.29,73.12,66.13
2013,2,12,2.1,10.61,15.71,0.14,69.5,66.05
2013,2,13,1.85,10.37,14.11,7.21,73.38,66.12
2013,2,14,1.99,9.19,7.27,4.79,81.94,66.23
2013,2,15,2.63,10.08,10.34,7.84,78.94,66.24
2013,2,16,2.12,12.27,18.62,0.08,66.88,66.06
2013,2,17,1.95,13.04,11.04,2.93,74.44,66.1
2013,2,18,2.66,11.26,9.11,4.04,82.12,66.19
2013,2,19,3.15,11.08,13.94,1.63,77.69,66.17
2013,2,20,2.48,9.76,14.25,5.89,79.0,66.18
2013,2,21,3.13,9.31,6.23,1.76,85.81,66.35
2013,2,22,2.56,11.1,10.38,0.0,79.44,66.46
2013,2,23,2.14,12.5,14.29,0.0,70.88,66.34
2013,2,24,2.38,12.65,16.74,0.97,68.94,66.2
2013,2,25,2.78,11.44,14.8,1.0,70.31,66.16
2013,2,26,3.3,9.44,10.05,2.17,81.81,66.32
2013,2,27,2.68,10.79,14.12,3.64,77.56,66.36
2013,2,28,2.23,11.63,12.92,0.45,74.62,66.35
2013,3,1,2.13,13.35,16.71,0.0,66.56,66.2
2013,3,2,2.83,12.63,18.41,0.01,63.5,66.27
2013,3,3,2.36,10.15,11.77,0.01,78.94,66.48
2013,3,4,2.98,12.59,13.92,0.06,74.38,66.35
2013,3,5,2.25,12.47,14.74,1.55,73.5,66.25
2013,3,6,2.06,13.71,16.2,0.02,67.62,66.19
2013,3,7,2.61,12.46,9.43,0.0,77.94,66.35
2013,3,8,1.99,12.06,12.88,17.91,69.94,66.42
2013,3,9,1.53,12.17,16.69,2.65,66.56,66.34
2013,3,10,2.15,12.21,16.34,4.64,65.12,66.21
2013,3,11,1.67,13.34,15.96,0.83,67.38,66.01
2013,3,12,3.04,10.33,20.86,0.29,54.81,66.09
2013,3,13,2.49,11.76,16.7,0.45,66.69,66.13
2013,3,14,3.12,11.21,14.27,0.89,72.06,66.17
2013,3,15,3.93,9.86,13.61,0.88,76.0,66.28
2013,3,16,3.31,9.73,14.91,0.08,73.81,66.39
2013,3,17,3.35,10.4,14.37,0.1,72.56,66.37
2013,3,18,2.89,10.6,16.48,0.29,69.5,66.22
2013,3,19,2.41,10.8,16.18,0.04,58.44,66.02
2013,3,20,2.27,8.78,20.78,0.0,56.62,66.03
2013,3,21,3.16,9.65,16.48,0.0,63.75,66.19
2013,3,22,3.12,10.24,16.48,0.0,69.06,66.27
2013,3,23,2.15,10.4,17.38,0.02,63.19,66.24
2013,3,24,2.26,10.2,14.15,0.0,66.75,66.07
2013,3,25,2.26,8.73,16.38,0.01,57.0,66.17
2013,3,26,2.62,7.77,11.12,0.0,75.25,66.46
2013,3,27,2.88,8.16,13.27,2.0,73.88,66.42
2013,3,28,2.88,7.91,12.41,0.29,73.44,66.39
2013,3,29,2.73,8.62,15.66,0.0,67.25,66.3
2013,3,30,2.12,9.3,19.34,0.0,61.94,66.27
2013,3,31,2.17,10.3,19.72,0.0,53.44,66.17
2013,4,1,2.17,10.55,20.46,0.0,55.44,66.21
2013,4,2,2.8,11.38,17.1,0.32,59.88,66.22
2013,4,3,3.04,10.67,17.72,0.39,60.56,66.11
2013,4,4,2.37,9.09,24.07,0.0,46.88,66.08
2013,4,5,1.3,7.54,25.92,0.0,39.56,66.17
2013,4,6,2.73,8.33,23.91,0.0,44.56,66.23
2013,4,7,2.59,9.24,18.67,0.0,67.44,66.27
2013,4,8,2.7,9.55,15.44,0.02,66.38,66.27
2013,4,9,1.81,9.42,18.37,0.0,61.75,66.21
2013,4,10,1.77,9.77,23.1,0.0,46.81,66.07
2013,4,11,1.99,9.16,23.94,0.0,40.75,65.96
2013,4,12,2.66,7.37,20.15,0.0,40.44,66.1
2013,4,13,2.03,6.11,23.7,0.0,46.0,66.27
2013,4,14,2.23,7.51,21.92,0.0,51.38,66.31
2013,4,15,2.48,8.07,17.12,0.0,68.12,66.47
2013,4,16,2.34,7.69,16.73,0.0,66.38,66.5
2013,4,17,2.26,6.95,17.52,0.0,64.88,66.49
2013,4,18,2.21,7.05,17.89,0.0,61.56,66.4
2013,4,19,2.41,7.26,16.96,0.0,55.44,66.42
2013,4,20,2.0,7.48,20.16,0.0,52.12,66.45
2013,4,21,2.09,7.14,18.32,0.0,55.75,66.5
2013,4,22,2.31,6.26,19.09,0.0,55.0,66.55
2013,4,23,2.23,4.9,18.45,0.0,47.19,66.58
2013,4,24,2.04,5.12,21.37,0.0,41.0,66.5
2013,4,25,2.27,6.65,22.52,0.0,40.31,66.37
2013,4,26,1.92,7.91,22.54,0.0,42.81,66.23
2013,4,27,2.13,7.9,22.52,0.0,48.44,66.14
2013,4,28,1.95,7.96,20.02,0.0,63.88,66.19
2013,4,29,2.0,9.39,18.09,0.0,62.38,66.31
2013,4,30,2.51,10.87,15.09,0.0,71.19,66.33
2013,5,1,1.81,10.57,17.38,0.0,62.0,66.36
2013,5,2,1.69,10.76,18.73,0.0,60.19,66.3
2013,5,3,2.51,8.87,21.99,0.18,50.0,66.28
2013,5,4,2.34,10.23,15.34,0.13,67.5,66.29
2013,5,5,1.81,8.49,13.96,0.01,60.94,66.56
2013,5,6,1.79,7.37,21.64,0.0,54.06,66.53
2013,5,7,2.2,5.62,17.96,0.0,64.31,66.65
2013,5,8,1.94,7.5,22.27,0.0,42.81,66.43
2013,5,9,2.05,7.34,23.8,0.0,31.19,66.35
2013,5,10,2.25,7.87,24.42,0.0,35.88,66.23
2013,5,11,2.73,7.46,19.4,0.0,49.5,66.25
2013,5,12,2.25,8.25,17.01,0.0,61.0,66.18
2013,5,13,2.38,8.82,16.12,0.0,51.06,66.14
2013,5,14,2.11,7.23,22.7,0.0,32.5,66.12
2013,5,15,2.48,6.4,22.48,0.21,43.75,66.2
2013,5,16,2.36,5.83,9.91,0.03,76.94,66.33
2013,5,17,2.81,5.65,12.69,0.05,78.0,66.23
2013,5,18,2.36,7.56,15.71,0.01,58.19,66.3
2013,5,19,2.17,6.5,16.02,0.02,54.56,66.42
2013,5,20,1.98,7.27,15.09,0.0,59.62,66.34
2013,5,21,2.27,7.9,19.41,0.06,50.56,66.19
2013,5,22,2.45,7.51,15.88,0.03,66.56,66.18
2013,5,23,1.75,7.26,19.02,0.0,49.81,66.14
2013,5,24,1.92,5.26,14.55,0.0,57.31,66.35
2013,5,25,2.47,5.65,18.44,0.0,53.25,66.17
2013,5,26,3.58,4.71,19.7,0.0,34.62,66.07
2013,5,27,3.66,3.08,21.06,0.0,30.0,66.01
2013,5,28,3.99,4.37,20.95,0.0,22.44,65.87
2013,5,29,3.14,3.69,21.42,0.0,35.06,66.0
2013,5,30,1.48,3.08,20.67,0.0,37.69,66.11
2013,5,31,2.22,4.53,24.06,0.0,26.56,65.94
2013,6,1,1.91,3.52,20.01,0.0,29.94,66.17
2013,6,2,1.09,3.72,19.12,0.0,40.81,66.39
2013,6,3,2.06,3.96,16.45,0.0,38.56,66.54
2013,6,4,1.73,4.55,20.3,0.0,43.31,66.39
2013,6,5,1.42,5.01,20.93,0.0,40.06,66.28
2013,6,6,2.09,3.68,16.88,0.0,44.0,66.46
2013,6,7,1.72,5.9,19.78,0.0,40.62,66.39
2013,6,8,2.08,5.47,10.95,0.0,67.81,66.47
2013,6,9,1.91,7.11,16.41,0.05,51.56,66.3
2013,6,10,1.7,6.24,13.79,0.08,59.75,66.32
2013,6,11,1.54,6.23,16.07,0.07,52.94,66.34
2013,6,12,1.12,5.4,11.18,0.01,64.94,66.47
2013,6,13,1.03,4.18,7.19,0.19,69.38,66.42
2013,6,14,2.27,5.13,15.13,1.04,58.62,66.21
2013,6,15,2.91,3.05,17.76,0.12,44.5,66.06
2013,6,16,2.62,3.24,21.13,0.07,29.5,66.12
2013,6,17,2.51,4.4,20.16,0.17,29.06,66.03
2013,6,18,3.47,2.8,19.3,0.53,19.44,65.95
2013,6,19,4.29,2.77,15.75,0.45,36.12,65.95
2013,6,20,5.45,2.33,17.81,0.02,43.38,65.78
2013,6,21,4.72,2.2,19.91,0.03,13.19,65.85
2013,6,22,3.69,4.61,18.62,0.0,13.88,65.95
2013,6,23,2.98,5.7,13.92,0.0,21.5,66.06
2013,6,24,3.74,4.19,16.2,0.01,31.94,66.04
2013,6,25,5.71,3.77,15.23,0.0,31.31,66.02
2013,6,26,3.15,2.11,20.43,0.0,21.81,66.0
2013,6,27,3.24,3.7,22.85,0.0,19.25,66.19
2013,6,28,3.52,4.42,21.34,0.0,17.56,66.27
2013,6,29,2.65,4.6,22.24,0.0,19.62,66.17
2013,6,30,2.51,4.17,21.06,0.0,22.75,66.13
2013,7,1,1.93,2.5,18.86,0.0,25.94,66.32
2013,7,2,2.0,3.59,19.88,0.0,21.12,66.21
2013,7,3,3.52,2.23,20.96,0.0,11.94,65.98
2013,7,4,2.96,3.29,18.35,0.0,15.19,66.15
2013,7,5,2.56,5.1,17.85,0.0,22.19,66.29
2013,7,6,2.1,5.46,19.48,0.0,30.12,66.35
2013,7,7,2.23,6.27,15.98,0.05,66.69,66.35
2013,7,8,1.97,6.81,13.51,0.01,70.0,66.43
2013,7,9,2.32,7.65,19.09,0.0,43.81,66.34
2013,7,10,2.2,6.87,21.53,0.0,28.81,66.31
2013,7,11,1.86,6.74,21.55,0.08,32.5,66.27
2013,7,12,2.45,5.62,16.45,0.27,59.62,66.27
2013,7,13,2.16,4.23,19.47,0.03,41.5,66.23
2013,7,14,2.12,3.58,19.07,0.0,29.44,66.39
2013,7,15,2.48,5.01,19.23,0.18,56.81,66.43
2013,7,16,1.84,6.2,19.73,0.0,48.94,66.34
2013,7,17,1.61,6.8,19.07,0.0,31.75,66.26
2013,7,18,2.8,6.0,18.52,0.0,27.94,66.19
2013,7,19,4.22,5.76,18.83,0.0,35.38,66.01
2013,7,20,8.74,4.18,13.2,0.0,33.81,65.74
2013,7,21,7.3,3.89,16.34,0.0,35.88,65.7
2013,7,22,6.78,3.02,17.36,0.0,22.94,65.74
2013,7,23,2.76,3.3,23.08,0.0,13.19,65.84
2013,7,24,2.16,2.16,21.9,0.0,15.25,66.13
2013,7,25,2.09,3.76,19.35,0.0,16.5,66.39
2013,7,26,2.62,7.69,18.94,0.0,26.19,66.32
2013,7,27,2.59,7.26,20.76,0.0,36.25,66.44
2013,7,28,2.16,7.25,20.15,0.0,36.0,66.5
2013,7,29,2.56,7.22,18.73,0.0,36.25,66.56
2013,7,30,2.35,8.05,22.38,0.0,31.88,66.4
2013,7,31,3.02,7.92,22.32,0.0,27.12,66.24
2013,8,1,2.87,7.77,19.41,0.0,32.69,66.09
2013,8,2,2.8,6.01,21.19,0.0,34.38,66.19
2013,8,3,4.36,4.11,21.08,0.0,17.38,66.21
2013,8,4,2.63,4.18,21.41,0.0,13.81,66.37
2013,8,5,2.13,6.12,22.41,0.0,16.88,66.29
2013,8,6,2.29,6.85,18.75,0.0,46.69,66.34
2013,8,7,3.81,6.44,22.45,0.0,12.94,66.03
2013,8,8,3.03,4.73,23.41,0.0,11.31,65.92
2013,8,9,3.83,3.37,22.3,0.0,16.38,65.96
2013,8,10,1.51,3.24,22.84,0.0,13.5,66.21
2013,8,11,2.55,5.45,23.07,0.0,9.56,66.14
2013,8,12,2.44,6.76,23.53,0.0,9.62,65.97
2013,8,13,1.7,4.41,23.83,0.0,25.25,66.04
2013,8,14,1.96,2.8,21.06,0.0,34.19,66.34
2013,8,15,1.66,5.81,22.3,0.0,18.75,66.21
2013,8,16,3.05,3.74,22.03,0.0,13.31,66.31
2013,8,17,1.91,4.2,22.5,0.0,16.75,66.29
2013,8,18,1.87,5.94,23.41,0.0,17.81,66.24
2013,8,19,2.41,7.11,24.83,0.0,21.69,66.24
2013,8,20,1.96,9.05,22.26,0.0,31.25,66.18
2013,8,21,2.27,9.26,24.39,0.0,21.12,66.1
2013,8,22,3.59,7.68,22.48,0.0,35.38,66.05
2013,8,23,3.59,7.62,13.6,0.01,60.88,65.86
2013,8,24,3.2,3.76,8.45,0.08,61.88,65.91
2013,8,25,5.34,4.76,18.58,0.02,34.94,65.88
2013,8,26,3.51,2.48,22.8,0.0,18.19,66.07
2013,8,27,2.19,3.37,21.06,0.0,16.75,66.4
2013,8,28,2.41,4.89,17.64,0.0,20.19,66.59
2013,8,29,2.23,5.79,14.97,0.01,18.25,66.46
2013,8,30,2.24,7.41,17.2,0.0,25.19,66.22
2013,8,31,2.05,6.58,23.84,0.0,16.62,66.21
2013,9,1,1.93,6.94,19.25,0.0,29.44,66.2
2013,9,2,2.71,5.86,22.23,0.0,25.69,66.22
2013,9,3,2.25,6.49,17.94,0.02,44.44,66.34
2013,9,4,3.25,7.9,18.2,0.0,61.12,66.4
2013,9,5,2.61,8.98,21.53,0.0,43.19,66.4
2013,9,6,2.22,9.25,22.13,0.0,35.44,66.42
2013,9,7,3.16,10.63,20.32,0.0,40.69,66.4
2013,9,8,2.81,8.47,12.03,0.0,58.38,66.61
2013,9,9,2.47,7.99,19.77,0.0,51.88,66.67
2013,9,10,2.53,9.35,20.6,0.0,41.06,66.39
2013,9,11,2.7,10.4,20.72,0.0,48.0,66.14
2013,9,12,2.96,11.15,19.72,0.0,52.56,66.02
2013,9,13,3.8,8.61,9.12,0.89,75.0,66.05
2013,9,14,2.84,9.71,17.44,0.65,49.12,65.91
2013,9,15,4.55,7.64,22.61,0.0,24.19,65.94
2013,9,16,6.05,6.69,21.19,0.0,14.75,65.79
2013,9,17,4.39,6.79,23.68,0.0,15.5,65.8
2013,9,18,3.71,6.54,26.35,0.0,16.75,65.96
2013,9,19,4.25,7.17,24.84,0.0,14.94,66.07
2013,9,20,5.98,8.08,21.44,0.0,11.06,65.94
2013,9,21,5.06,6.88,23.62,0.0,16.75,65.88
2013,9,22,3.97,7.08,24.11,0.0,22.5,65.98
2013,9,23,3.44,7.73,25.57,0.0,26.56,66.1
2013,9,24,1.83,7.96,25.93,0.0,20.69,66.14
2013,9,25,2.09,9.47,24.59,0.0,18.0,66.07
2013,9,26,2.52,10.9,21.38,0.0,21.0,66.05
2013,9,27,3.98,10.79,19.15,0.0,23.81,66.02
2013,9,28,3.84,7.61,25.68,0.0,32.19,66.13
2013,9,29,3.83,9.91,21.33,0.0,37.12,66.1
2013,9,30,3.76,8.68,23.13,0.0,19.0,66.01
2013,10,1,3.63,8.44,22.4,0.0,24.0,65.91
2013,10,2,3.68,8.33,22.5,0.0,21.94,65.98
2013,10,3,4.22,7.98,23.29,0.02,27.88,66.14
2013,10,4,3.97,8.4,20.8,0.14,55.62,66.2
2013,10,5,2.61,8.01,25.68,0.0,45.69,66.17
2013,10,6,3.6,8.07,20.24,0.0,53.12,66.21
2013,10,7,3.14,7.67,20.56,0.0,54.06,66.28
2013,10,8,3.52,9.55,20.8,0.0,54.88,66.26
2013,10,9,3.09,11.55,22.41,0.0,47.69,66.18
2013,10,10,3.0,11.69,15.42,0.75,53.44,66.18
2013,10,11,2.48,10.93,17.16,0.51,55.44,66.09
2013,10,12,2.61,11.41,18.32,0.19,42.38,66.07
2013,10,13,2.71,11.98,17.7,1.51,43.5,66.13
2013,10,14,1.68,7.65,7.18,2.02,68.25,66.31
2013,10,15,1.95,9.18,14.69,0.71,55.94,66.26
2013,10,16,2.4,10.79,20.41,0.01,44.75,66.18
2013,10,17,2.76,12.02,18.08,0.01,55.06,66.18
2013,10,18,2.92,10.79,16.32,0.0,56.62,66.23
2013,10,19,2.45,13.13,18.13,0.0,52.94,66.08
2013,10,20,2.99,12.82,27.12,0.0,19.31,65.92
2013,10,21,4.34,9.77,24.73,0.0,29.25,66.14
2013,10,22,3.38,14.28,20.12,0.0,50.12,65.99
2013,10,23,3.48,14.2,19.22,0.0,39.62,66.02
2013,10,24,3.67,10.49,12.26,2.66,60.25,66.28
2013,10,25,2.4,11.51,15.26,7.26,65.12,66.24
2013,10,26,3.44,11.52,19.79,0.0,49.62,66.26
2013,10,27,3.7,10.63,12.42,0.0,67.62,66.34
2013,10,28,2.63,11.15,11.4,0.77,67.25,66.23
2013,10,29,2.78,12.44,19.38,0.0,54.19,66.18
2013,10,30,3.05,13.32,15.41,0.04,58.69,66.13
2013,10,31,3.45,14.05,15.3,0.44,61.44,65.96
2013,11,1,3.48,12.87,12.39,2.59,61.44,65.93
2013,11,2,4.07,10.57,15.77,0.62,62.75,66.1
2013,11,3,3.95,8.51,14.65,0.0,65.19,66.31
2013,11,4,3.25,9.47,15.83,0.0,63.25,66.27
2013,11,5,3.48,10.44,16.51,0.0,55.75,66.32
2013,11,6,3.08,12.17,20.91,0.03,42.75,66.21
2013,11,7,3.06,12.55,20.02,4.66,45.75,66.2
2013,11,8,2.97,13.39,20.83,0.1,49.06,66.09
2013,11,9,2.92,14.74,22.12,0.0,38.94,65.84
2013,11,10,3.05,14.46,23.5,0.14,27.19,65.77
2013,11,11,3.3,10.5,27.29,0.02,30.81,65.96
2013,11,12,3.99,9.89,20.77,0.0,52.94,66.18
2013,11,13,4.2,12.02,18.72,0.01,54.69,66.28
2013,11,14,2.48,14.18,19.59,3.47,57.56,66.2
2013,11,15,4.3,13.53,18.48,0.38,49.81,66.26
2013,11,16,3.72,11.04,17.5,0.06,57.75,66.28
2013,11,17,3.6,11.74,21.55,0.0,44.19,66.09
2013,11,18,3.01,13.23,20.91,0.04,49.31,65.81
2013,11,19,3.05,13.39,18.17,0.64,45.5,65.84
2013,11,20,3.95,11.55,17.9,0.31,53.5,66.12
2013,11,21,3.5,10.39,16.62,1.4,58.81,66.36
2013,11,22,2.97,9.34,13.32,8.54,65.62,66.22
2013,11,23,2.82,9.42,13.79,0.17,61.69,66.06
2013,11,24,2.9,12.3,20.37,0.0,52.88,65.98
2013,11,25,3.19,12.9,16.84,0.85,61.94,66.11
2013,11,26,3.33,12.84,15.2,0.43,64.94,66.1
2013,11,27,3.33,14.03,14.46,0.32,64.62,66.02
2013,11,28,2.94,14.85,16.91,0.39,57.56,66.04
2013,11,29,4.25,14.06,14.86,0.08,61.19,66.08
2013,11,30,4.36,13.15,14.52,0.0,63.88,66.13
2013,12,1,2.93,14.81,17.34,0.0,54.94,66.21
2013,12,2,2.52,13.73,13.04,0.0,60.19,66.42
2013,12,3,3.81,14.16,15.01,0.97,57.5,66.5
2013,12,4,2.34,15.72,17.01,0.15,49.56,66.27
2013,12,5,3.68,13.99,19.3,0.64,47.31,66.2
2013,12,6,3.62,12.88,13.85,7.86,55.25,66.16
2013,12,7,2.93,11.58,12.0,4.39,70.44,66.2
2013,12,8,2.77,10.94,16.8,0.63,61.25,66.17
2013,12,9,4.02,12.19,16.49,8.56,55.44,66.2
2013,12,10,3.48,8.93,8.61,4.86,72.75,66.38
2013,12,11,3.45,11.19,15.9,1.76,65.44,66.25
2013,12,12,3.25,12.12,14.46,2.48,67.88,66.04
2013,12,13,3.46,12.78,14.0,1.09,64.38,65.95
2013,12,14,3.14,12.62,13.5,1.78,69.19,66.04
2013,12,15,3.39,12.09,18.49,10.29,62.12,66.17
2013,12,16,2.3,10.74,7.09,5.68,75.31,66.21
2013,12,17,2.86,12.09,15.66,0.28,65.81,66.13
2013,12,18,2.78,13.31,14.8,4.75,59.69,66.1
2013,12,19,3.3,11.22,12.24,0.61,70.19,66.1
2013,12,20,3.07,10.87,13.54,2.72,66.19,66.14
2013,12,21,3.06,11.35,14.21,0.99,67.62,66.14
2013,12,22,3.28,11.05,12.82,0.57,68.94,66.22
2013,12,23,3.67,11.33,13.26,0.11,66.0,66.25
2013,12,24,3.4,11.78,15.2,0.0,56.69,66.15
2013,12,25,3.19,11.72,17.12,0.0,53.88,66.09
2013,12,26,3.18,12.22,17.41,0.0,56.19,66.21
2013,12,27,3.22,12.97,15.45,0.0,61.56,66.4
2013,12,28,2.84,13.53,14.32,0.0,63.06,66.34
2013,12,29,2.62,12.78,15.57,2.63,68.12,66.16
2013,12,30,2.66,11.49,14.41,0.83,66.38,66.1
2013,12,31,3.24,12.6,17.73,1.86,62.5,66.12
2014,1,1,2.7,14.4,17.84,1.41,55.88,66.04
2014,1,2,2.82,14.49,17.05,8.44,64.06,65.88
2014,1,3,3.1,11.0,11.66,5.44,70.44,66.12
2014,1,4,3.48,10.89,13.29,0.06,65.94,66.39
2014,1,5,3.04,11.92,16.86,2.66,65.5,66.36
2014,1,6,2.86,11.33,15.22,1.35,67.81,66.23
2014,1,7,2.77,11.29,15.14,0.06,69.12,66.19
2014,1,8,3.25,11.95,14.7,3.56,60.94,66.37
2014,1,9,2.52,12.3,21.19,0.0,52.06,66.26
2014,1,10,3.19,13.15,20.73,0.0,47.94,66.19
2014,1,11,3.04,12.06,16.91,0.77,62.12,66.33
2014,1,12,2.6,9.99,13.0,2.63,70.75,66.47
2014,1,13,2.7,11.01,17.18,0.97,65.25,66.4
2014,1,14,2.87,9.44,15.66,1.06,69.19,66.34
2014,1,15,3.51,10.32,16.58,0.33,62.06,66.34
2014,1,16,3.48,11.36,15.24,0.04,60.31,66.29
2014,1,17,2.59,11.1,10.71,5.58,66.75,66.25
2014,1,18,2.36,13.31,15.73,1.61,63.19,66.27
2014,1,19,2.53,13.27,13.09,1.57,65.69,66.28
2014,1,20,2.48,14.68,13.94,0.06,65.38,66.16
2014,1,21,2.91,15.89,16.8,1.49,63.5,66.07
2014,1,22,3.03,15.29,14.12,0.02,64.06,66.14
2014,1,23,2.7,15.63,18.05,0.02,61.25,66.0
2014,1,24,4.08,14.29,14.88,14.43,62.0,66.01
2014,1,25,3.12,8.37,13.39,26.67,72.56,66.16
