-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 10/01/2008 through 02/29/2024 
Location: Latitude  -26.0323   Longitude -65.9232 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 1842.51 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
PS              MERRA-2 Surface Pressure (kPa) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
T2M             MERRA-2 Temperature at 2 Meters (C) 
T2M_RANGE       MERRA-2 Temperature at 2 Meters Range (C) 
WS2M            MERRA-2 Wind Speed at 2 Meters (m/s) 
-END HEADER-
YEAR,MO,DY,PRECTOTCORR,PS,RH2M,T2M,T2M_RANGE,WS2M
2016,4,17,3.99,81.5,81.19,18.76,10.41,1.81
2016,4,18,3.49,81.55,86.62,15.55,8.51,1.76
2016,4,19,0.37,81.66,77.56,14.12,8.53,1.39
2016,4,20,0.02,81.35,68.12,15.06,13.27,1.37
2016,4,21,0.0,81.77,59.56,14.08,13.23,1.7
2016,4,22,0.0,81.45,73.0,14.94,14.53,1.9
2016,4,23,0.0,81.04,49.88,16.3,18.8,1.45
2016,4,24,3.92,81.11,62.5,14.39,11.73,1.62
2016,4,25,2.9,81.45,83.19,6.98,10.12,2.86
2016,4,26,1.41,82.11,75.81,3.72,11.84,2.27
2016,4,27,0.0,82.13,73.44,4.69,13.54,1.62
2016,4,28,0.0,81.91,71.38,7.75,14.42,1.62
2016,4,29,0.0,82.09,67.19,9.09,10.6,1.59
2016,4,30,0.0,82.05,82.25,7.01,9.59,1.95
2016,5,1,0.0,81.55,61.69,11.64,16.66,1.56
2016,5,2,0.0,81.97,61.25,11.88,11.12,1.61
2016,5,3,0.0,82.14,80.44,10.12,11.54,1.3
2016,5,4,0.0,81.76,73.56,11.91,12.32,1.69
2016,5,5,0.39,81.77,82.94,11.09,9.38,1.73
2016,5,6,0.15,81.89,83.81,11.88,8.86,1.7
2016,5,7,0.47,81.81,87.94,11.13,6.72,2.34
2016,5,8,0.41,81.64,81.81,11.36,10.57,1.53
2016,5,9,1.52,81.66,85.94,11.52,8.88,1.55
2016,5,10,3.13,81.91,88.5,10.76,7.21,1.7
2016,5,11,1.5,81.89,85.12,11.53,10.21,2.2
2016,5,12,1.25,82.12,89.19,11.33,6.8,2.14
2016,5,13,3.95,81.92,88.12,11.4,8.95,2.32
2016,5,14,0.11,81.32,60.31,13.82,18.41,2.16
2016,5,15,1.07,81.85,67.56,10.79,8.46,2.06
2016,5,16,0.45,82.07,84.94,8.59,7.73,2.53
2016,5,17,1.44,81.74,82.31,7.38,10.3,2.05
2016,5,18,0.5,81.81,79.25,7.08,8.36,1.9
2016,5,19,0.4,81.57,71.94,8.51,13.21,1.78
2016,5,20,0.13,81.88,79.5,7.01,10.27,1.94
2016,5,21,0.0,81.94,82.5,6.26,10.31,2.43
2016,5,22,0.0,82.22,82.06,5.76,11.52,1.8
2016,5,23,0.0,82.18,76.5,7.62,12.77,2.19
2016,5,24,0.0,81.91,58.69,10.48,14.13,1.48
2016,5,25,0.0,81.8,55.56,12.45,14.21,1.1
2016,5,26,0.01,82.17,79.69,8.34,7.01,1.53
2016,5,27,1.38,82.13,89.94,5.44,5.35,1.78
2016,5,28,0.24,82.07,81.69,6.55,11.09,1.55
2016,5,29,0.0,81.51,69.38,8.4,12.33,1.51
2016,5,30,0.0,81.49,77.75,7.38,9.62,1.72
2016,5,31,0.0,81.35,78.56,7.26,9.87,1.88
2016,6,1,0.0,81.34,68.31,9.14,13.47,1.37
2016,6,2,0.21,81.56,82.75,7.41,9.16,1.94
2016,6,3,1.33,81.26,68.31,8.78,13.86,1.91
2016,6,4,1.2,81.27,60.38,9.69,16.88,1.72
2016,6,5,2.93,81.41,82.0,6.51,9.81,2.16
2016,6,6,0.75,81.66,81.31,5.32,9.47,2.08
2016,6,7,0.0,81.96,66.69,6.73,11.27,1.66
2016,6,8,0.0,82.12,77.19,5.92,11.47,1.72
2016,6,9,0.0,81.82,61.81,7.83,16.3,1.52
2016,6,10,0.0,82.46,83.88,4.38,8.97,1.73
2016,6,11,0.0,82.36,75.25,5.15,11.57,1.63
2016,6,12,0.0,82.2,66.31,7.51,11.74,1.77
2016,6,13,0.0,81.82,58.81,10.96,15.05,1.09
2016,6,14,0.27,81.97,54.31,11.9,11.72,1.52
2016,6,15,0.61,82.2,64.81,9.76,10.88,1.39
2016,6,16,0.0,82.28,81.44,7.2,8.62,1.27
2016,6,17,0.0,82.1,83.56,6.9,9.98,1.64
2016,6,18,0.0,82.04,71.19,6.69,10.98,1.31
2016,6,19,0.0,82.13,81.12,5.27,10.86,1.63
2016,6,20,0.0,82.1,77.81,4.69,11.91,1.47
2016,6,21,0.0,82.14,71.94,5.15,12.12,1.42
2016,6,22,0.0,81.94,53.31,8.23,13.95,1.46
2016,6,23,0.0,81.64,49.31,10.69,13.37,1.51
2016,6,24,2.7,81.51,70.81,8.43,8.13,1.43
2016,6,25,14.72,81.8,91.75,3.82,5.78,1.68
2016,6,26,0.25,81.94,80.94,2.89,10.86,1.48
2016,6,27,0.0,81.96,72.81,4.05,12.72,1.51
2016,6,28,0.0,81.78,54.38,8.01,14.4,1.11
2016,6,29,0.0,81.62,53.25,10.95,15.23,1.35
2016,6,30,0.0,81.84,58.38,11.01,12.06,1.48
2016,7,1,0.02,81.81,73.44,11.02,12.18,1.74
2016,7,2,0.49,81.66,69.88,12.05,12.67,1.68
2016,7,3,1.29,81.48,70.31,12.37,12.76,1.73
2016,7,4,1.38,81.63,84.31,7.05,10.09,1.59
2016,7,5,0.07,81.76,67.88,5.25,12.91,1.2
2016,7,6,0.0,82.0,44.75,7.12,15.23,1.66
2016,7,7,0.0,81.85,48.62,8.27,11.17,1.55
2016,7,8,0.0,81.56,52.75,10.55,12.7,0.88
2016,7,9,0.0,81.44,46.25,12.92,16.22,1.23
2016,7,10,0.0,81.29,55.56,11.53,11.25,1.15
2016,7,11,0.0,81.26,46.69,13.2,15.89,1.84
2016,7,12,0.0,81.58,66.5,9.77,9.81,1.72
2016,7,13,0.0,81.21,49.0,11.62,21.58,1.93
2016,7,14,0.0,81.42,48.12,10.68,20.05,1.92
2016,7,15,0.0,81.6,66.88,8.04,14.17,1.66
2016,7,16,0.0,82.13,69.5,4.92,10.94,1.73
2016,7,17,0.0,81.8,64.12,5.67,15.59,2.02
2016,7,18,0.0,81.92,62.62,5.49,13.98,1.51
2016,7,19,0.0,81.97,72.12,4.48,13.68,1.87
2016,7,20,0.0,81.87,53.44,8.05,16.79,1.46
2016,7,21,0.0,81.92,45.69,10.12,13.67,1.34
2016,7,22,0.0,81.71,43.5,11.38,13.93,1.44
2016,7,23,0.0,81.57,37.44,12.87,17.05,1.48
2016,7,24,0.0,81.53,51.0,12.25,12.0,1.76
2016,7,25,0.0,81.38,58.25,12.12,17.88,1.66
2016,7,26,0.0,82.01,75.12,8.0,11.39,1.76
2016,7,27,0.0,81.94,69.81,6.33,13.38,2.28
2016,7,28,0.0,81.81,57.38,7.12,15.02,1.83
2016,7,29,0.0,81.6,54.5,9.44,15.29,1.82
2016,7,30,0.0,81.38,50.88,12.41,17.35,1.75
2016,7,31,0.0,81.49,52.0,13.55,17.45,1.46
2016,8,1,0.0,82.11,83.12,8.57,8.88,1.73
2016,8,2,0.0,82.01,70.06,8.6,13.41,1.7
2016,8,3,0.0,81.75,48.69,11.19,17.19,1.55
2016,8,4,0.0,81.58,47.31,13.44,17.21,1.77
2016,8,5,0.0,81.46,51.12,14.8,15.26,1.59
2016,8,6,0.0,81.86,80.56,11.79,9.29,1.88
2016,8,7,0.35,81.89,81.25,11.09,11.12,2.1
2016,8,8,2.87,81.93,72.94,11.65,12.95,1.89
2016,8,9,0.36,82.35,73.62,10.77,10.88,1.74
2016,8,10,0.0,82.18,66.19,11.05,13.72,2.12
2016,8,11,0.0,81.79,48.0,12.87,15.0,1.83
2016,8,12,0.0,81.76,45.5,14.0,14.04,1.83
2016,8,13,0.0,81.48,39.56,15.57,17.08,1.83
2016,8,14,0.0,81.55,47.0,15.73,15.12,1.59
2016,8,15,0.0,81.56,40.44,16.15,17.91,1.89
2016,8,16,0.0,81.32,39.88,17.64,20.39,1.67
2016,8,17,0.0,81.78,44.44,12.18,12.51,1.95
2016,8,18,0.0,81.71,44.19,11.12,14.02,1.81
2016,8,19,0.0,81.41,41.75,11.55,20.26,1.86
2016,8,20,0.02,82.0,72.69,4.18,10.08,2.88
2016,8,21,0.0,82.48,63.25,6.31,16.86,1.77
2016,8,22,0.0,82.04,37.94,12.22,16.99,1.89
2016,8,23,0.0,81.75,34.69,13.59,14.36,1.79
2016,8,24,0.0,81.55,35.19,15.19,18.98,1.79
2016,8,25,0.0,81.59,32.62,16.93,18.19,1.91
2016,8,26,0.0,81.26,33.69,18.05,21.03,2.07
2016,8,27,0.0,81.48,56.56,12.94,14.07,1.73
2016,8,28,5.41,81.66,73.56,7.08,10.83,2.42
2016,8,29,2.35,82.05,70.19,6.11,10.32,1.89
2016,8,30,0.0,81.75,42.0,10.55,20.44,1.83
2016,8,31,0.0,81.55,32.19,14.77,18.55,1.88
2016,9,1,0.0,81.93,50.5,10.48,13.37,2.12
2016,9,2,0.5,82.22,78.69,4.77,9.43,2.24
2016,9,3,0.27,82.35,74.62,1.8,10.23,2.89
2016,9,4,0.0,82.17,69.62,1.27,12.77,2.7
2016,9,5,0.0,82.12,68.31,2.71,14.16,2.46
2016,9,6,0.0,82.15,52.56,6.46,17.71,2.05
2016,9,7,0.0,81.97,40.69,10.48,14.57,1.87
2016,9,8,0.0,81.94,33.31,13.44,16.42,1.99
2016,9,9,0.0,81.84,32.56,15.55,17.43,2.12
2016,9,10,0.0,81.94,41.62,16.62,15.72,2.22
2016,9,11,0.0,81.55,41.44,18.74,17.52,2.2
2016,9,12,0.0,81.08,36.62,18.78,23.22,2.29
2016,9,13,0.0,81.84,56.38,12.73,12.85,2.02
2016,9,14,0.0,82.11,60.12,11.28,14.18,2.12
2016,9,15,0.0,81.86,50.31,12.97,15.72,2.32
2016,9,16,0.0,81.56,39.38,16.31,17.93,2.27
2016,9,17,0.0,81.42,33.12,18.98,21.61,1.97
2016,9,18,0.0,82.18,52.94,16.06,11.99,2.51
2016,9,19,0.0,82.35,74.94,11.86,9.47,2.43
2016,9,20,0.0,81.92,62.69,14.55,15.22,2.54
2016,9,21,0.0,81.66,49.44,17.08,16.33,2.38
2016,9,22,0.09,81.82,46.75,19.01,15.58,2.18
2016,9,23,0.25,82.46,68.38,12.8,8.03,2.66
2016,9,24,0.0,82.25,67.31,11.57,11.84,2.19
2016,9,25,0.0,81.91,57.19,13.54,17.51,2.22
2016,9,26,0.0,81.71,44.19,17.38,15.91,2.12
2016,9,27,0.0,81.68,49.75,18.52,14.42,2.76
2016,9,28,1.67,81.72,54.69,19.72,13.98,2.36
2016,9,29,1.05,81.74,68.0,17.59,9.8,2.49
2016,9,30,0.0,81.66,59.12,17.55,15.76,2.45
2016,10,1,0.0,81.89,75.44,15.73,11.19,2.89
2016,10,2,6.33,81.77,74.44,17.2,12.37,2.48
2016,10,3,1.78,81.89,66.44,15.46,13.04,2.49
2016,10,4,1.06,81.5,62.06,17.37,16.21,2.54
2016,10,5,0.08,82.07,59.38,12.15,12.11,2.38
2016,10,6,0.0,81.59,43.94,13.51,16.41,2.41
2016,10,7,0.0,81.44,45.56,14.73,14.92,2.71
2016,10,8,0.0,81.81,69.25,12.02,12.48,2.94
2016,10,9,0.0,81.74,64.81,14.9,15.59,2.94
2016,10,10,0.0,81.66,60.94,17.29,16.38,2.8
2016,10,11,0.0,81.48,57.38,18.42,13.73,2.62
2016,10,12,0.0,81.13,43.75,20.06,17.84,2.45
2016,10,13,0.12,81.4,45.94,17.93,17.62,2.54
2016,10,14,0.11,81.36,64.0,19.52,15.62,2.86
2016,10,15,0.0,81.0,32.88,21.12,24.01,2.12
2016,10,16,0.0,80.99,30.06,21.15,19.84,3.02
2016,10,17,2.25,81.26,57.69,17.95,15.06,2.71
2016,10,18,1.03,81.2,58.0,16.98,14.95,2.75
2016,10,19,0.75,81.46,54.75,15.51,14.57,2.77
2016,10,20,0.19,81.88,64.62,12.61,13.72,3.3
2016,10,21,0.66,81.81,71.31,12.33,11.58,3.16
2016,10,22,0.0,81.41,54.0,16.91,19.53,3.5
2016,10,23,0.0,81.52,40.56,19.85,19.2,2.81
2016,10,24,6.2,81.34,45.94,22.28,18.49,2.37
2016,10,25,3.52,81.58,66.12,15.61,12.96,3.25
2016,10,26,0.02,81.86,44.19,14.85,18.85,2.02
2016,10,27,0.0,82.14,48.0,14.23,14.19,2.16
2016,10,28,0.0,82.04,56.25,14.37,15.05,2.66
2016,10,29,0.0,81.71,44.25,16.2,16.77,3.29
2016,10,30,0.0,81.29,31.5,19.05,19.8,2.64
2016,10,31,0.0,81.12,31.56,19.33,17.34,2.63
2016,11,1,0.45,81.15,31.81,18.12,20.16,3.27
2016,11,2,0.0,81.93,38.25,10.8,13.27,2.83
2016,11,3,0.0,82.14,26.94,15.88,19.55,2.31
2016,11,4,0.0,82.16,24.0,18.87,18.86,2.52
2016,11,5,0.0,81.92,27.81,20.01,19.12,2.93
2016,11,6,0.0,81.45,32.81,22.59,18.48,2.55
2016,11,7,6.09,81.61,49.19,20.67,13.29,2.09
2016,11,8,0.11,81.64,65.25,18.82,12.66,1.65
2016,11,9,0.0,81.49,55.62,20.8,15.69,2.48
2016,11,10,0.69,81.51,71.75,19.79,10.29,2.6
2016,11,11,8.07,81.64,64.06,17.55,13.65,2.65
2016,11,12,2.69,81.52,68.75,17.08,13.09,3.02
2016,11,13,9.87,81.23,62.38,19.15,15.91,2.21
2016,11,14,9.48,81.22,72.56,18.57,13.13,2.32
2016,11,15,3.81,81.23,64.06,18.53,15.31,2.0
2016,11,16,32.18,81.52,78.44,16.29,8.89,2.21
2016,11,17,16.94,82.23,81.88,11.15,6.01,2.67
2016,11,18,0.26,81.97,70.25,13.0,12.84,2.69
2016,11,19,0.0,81.39,54.31,16.25,15.79,2.49
2016,11,20,0.02,81.28,50.94,17.58,13.3,2.34
2016,11,21,11.55,81.82,72.75,13.39,7.02,2.52
2016,11,22,2.9,81.76,80.06,13.19,9.03,3.02
2016,11,23,0.07,81.4,71.62,15.8,13.92,3.47
2016,11,24,0.0,81.45,62.12,18.09,17.24,2.66
2016,11,25,0.0,81.43,64.44,21.03,16.15,3.23
2016,11,26,106.8,81.21,60.38,22.45,17.8,2.85
2016,11,27,92.8,81.48,78.12,16.73,8.65,2.5
2016,11,28,28.91,81.93,81.06,15.2,9.25,2.25
2016,11,29,5.36,82.21,81.69,14.53,9.0,2.2
2016,11,30,0.37,81.84,82.31,16.26,11.83,2.84
2016,12,1,0.02,81.62,78.06,17.53,11.17,2.28
2016,12,2,1.27,81.59,73.0,18.94,13.09,2.05
2016,12,3,0.55,81.73,78.62,18.87,10.38,2.07
2016,12,4,0.0,81.43,74.88,19.99,12.62,2.83
2016,12,5,5.35,81.19,63.62,21.79,16.61,2.28
2016,12,6,7.05,81.43,83.06,19.08,8.77,2.09
2016,12,7,3.5,81.31,80.06,19.57,11.7,2.1
2016,12,8,10.77,81.36,86.0,16.59,7.86,2.82
2016,12,9,2.03,81.27,77.38,16.49,13.14,2.67
2016,12,10,0.66,81.48,68.19,16.19,11.73,2.14
2016,12,11,0.0,81.71,58.94,17.25,14.04,2.16
2016,12,12,0.0,81.18,55.38,20.02,17.14,1.92
2016,12,13,0.58,81.61,63.38,17.83,11.3,2.56
2016,12,14,0.82,82.14,74.25,15.54,9.42,2.28
2016,12,15,0.0,81.99,71.94,17.0,12.66,2.96
2016,12,16,0.0,81.72,59.75,18.85,15.23,2.38
2016,12,17,0.0,81.47,53.56,20.75,14.55,2.31
2016,12,18,36.09,81.38,63.31,20.71,13.88,2.03
2016,12,19,19.55,81.62,73.81,17.24,7.61,2.13
2016,12,20,0.0,81.52,66.0,19.05,12.33,2.09
2016,12,21,0.0,81.27,64.94,21.21,15.28,2.1
2016,12,22,0.0,81.37,64.06,22.18,13.05,2.34
2016,12,23,0.0,81.45,71.88,20.65,9.59,2.61
2016,12,24,0.0,81.31,70.19,21.01,12.6,2.54
2016,12,25,0.0,80.91,56.25,23.56,17.15,2.19
2016,12,26,17.37,80.93,63.38,21.76,13.51,2.87
2016,12,27,9.62,81.7,81.06,15.83,7.98,2.95
2016,12,28,0.34,81.82,77.31,16.76,10.41,2.05
2016,12,29,0.0,81.58,72.81,19.09,12.88,2.29
2016,12,30,0.0,81.41,72.69,21.44,13.07,1.88
2016,12,31,0.0,81.38,66.31,23.8,12.17,1.8
2017,1,1,14.21,81.58,65.12,23.83,12.7,2.05
2017,1,2,7.59,81.64,72.56,22.55,9.98,2.25
2017,1,3,0.0,81.3,63.5,23.6,13.91,2.05
2017,1,4,11.83,81.23,66.81,22.7,10.94,1.83
2017,1,5,17.05,81.55,80.19,19.55,9.02,2.47
2017,1,6,1.53,81.61,83.06,18.98,8.47,2.18
2017,1,7,0.0,81.49,77.12,21.17,11.22,2.04
2017,1,8,0.0,81.27,74.75,22.23,12.34,2.12
2017,1,9,8.62,81.07,74.56,23.04,13.34,2.09
2017,1,10,22.26,81.49,79.44,17.43,6.91,2.45
2017,1,11,1.59,81.75,81.06,18.43,8.48,1.66
2017,1,12,0.0,81.66,71.69,21.05,10.8,2.27
2017,1,13,0.0,81.53,75.94,21.97,11.49,1.93
2017,1,14,0.0,81.32,75.75,21.15,8.91,2.27
2017,1,15,8.19,81.28,76.81,21.21,11.34,2.13
2017,1,16,0.39,81.55,80.56,20.62,8.34,1.91
2017,1,17,0.0,81.67,69.25,21.37,9.84,1.68
2017,1,18,0.85,81.78,64.44,20.64,10.27,1.91
2017,1,19,0.81,81.87,66.75,20.62,12.41,2.21
2017,1,20,0.0,82.06,66.0,21.21,11.87,1.88
2017,1,21,0.0,82.0,65.81,21.16,9.99,1.89
2017,1,22,9.71,81.77,77.56,19.23,5.95,1.45
2017,1,23,5.88,81.68,84.19,16.87,6.23,1.38
2017,1,24,0.01,81.69,64.69,19.37,14.2,1.98
2017,1,25,0.41,81.98,65.62,20.06,11.7,1.86
2017,1,26,3.1,82.32,79.19,16.72,8.21,2.31
2017,1,27,0.03,82.23,68.44,17.83,12.92,1.77
2017,1,28,0.0,82.04,53.0,19.93,15.05,1.77
2017,1,29,0.0,81.77,48.69,20.68,15.03,1.95
2017,1,30,0.0,81.53,48.75,21.02,15.0,2.11
2017,1,31,0.76,81.51,55.5,20.8,12.63,1.59
2017,2,1,0.32,81.58,64.69,19.5,12.11,1.62
2017,2,2,0.0,81.42,74.62,19.14,10.02,2.65
2017,2,3,18.78,81.26,72.56,19.96,12.33,2.07
2017,2,4,1.51,81.23,63.62,19.44,15.34,2.34
2017,2,5,1.85,81.81,76.31,16.03,8.93,2.25
2017,2,6,0.09,81.78,73.75,15.7,10.91,2.51
2017,2,7,0.0,81.51,66.88,17.48,14.98,2.44
2017,2,8,0.0,81.46,66.06,20.06,15.25,2.24
2017,2,9,17.05,81.33,68.56,22.26,14.43,2.21
2017,2,10,20.11,81.42,79.44,19.3,12.91,2.34
2017,2,11,3.29,81.67,78.38,16.21,10.14,2.23
2017,2,12,0.7,81.69,67.5,17.72,13.52,1.91
2017,2,13,1.24,81.74,72.62,17.19,9.69,1.77
2017,2,14,0.02,81.78,72.69,17.65,13.09,2.05
2017,2,15,28.66,81.85,71.31,18.71,12.83,2.45
2017,2,16,0.08,81.59,69.31,20.37,13.52,2.11
2017,2,17,5.16,81.29,74.12,21.48,12.01,2.1
2017,2,18,26.36,81.38,74.12,21.25,12.91,2.8
2017,2,19,28.73,81.84,80.62,19.23,8.56,1.8
2017,2,20,2.09,81.92,79.56,19.51,9.8,1.95
2017,2,21,2.29,81.91,79.38,19.83,10.75,1.81
2017,2,22,1.51,81.88,78.88,19.45,8.36,1.27
2017,2,23,1.28,81.82,73.94,19.62,9.26,1.39
2017,2,24,1.37,81.77,73.5,19.8,11.35,1.59
2017,2,25,10.06,81.71,77.38,19.15,8.6,1.68
2017,2,26,13.07,81.63,83.69,18.5,9.02,1.97
2017,2,27,16.02,81.59,85.31,18.29,8.93,2.33
2017,2,28,7.16,81.55,74.19,18.44,11.93,1.79
2017,3,1,0.0,81.32,74.5,20.2,11.92,1.66
2017,3,2,2.17,81.18,73.88,20.68,12.52,1.99
2017,3,3,15.95,81.48,83.5,17.74,9.08,1.8
2017,3,4,2.16,81.47,81.75,17.66,9.68,1.99
2017,3,5,2.6,81.55,85.44,17.12,9.53,1.95
2017,3,6,0.44,81.69,83.38,18.68,10.46,2.1
2017,3,7,2.13,81.73,88.94,18.32,7.67,2.16
2017,3,8,0.22,81.26,78.5,21.03,12.12,2.45
2017,3,9,14.38,81.18,71.5,20.61,12.65,2.25
2017,3,10,36.25,81.82,86.19,14.96,6.16,2.23
2017,3,11,0.16,81.51,73.62,18.13,13.7,1.69
2017,3,12,4.16,82.08,88.0,16.06,8.72,2.24
2017,3,13,0.16,81.84,81.38,16.27,12.16,2.35
2017,3,14,0.0,81.39,79.69,17.49,11.13,2.51
2017,3,15,14.7,81.54,78.12,17.83,10.52,2.19
2017,3,16,13.25,82.15,87.69,13.42,4.59,2.02
2017,3,17,0.46,82.17,80.94,12.94,9.67,1.87
2017,3,18,0.0,82.02,79.06,13.94,10.88,1.88
2017,3,19,0.0,81.93,78.38,14.75,10.89,2.06
2017,3,20,0.0,81.97,81.06,14.1,10.6,2.16
2017,3,21,0.02,81.98,85.0,14.79,9.49,2.1
2017,3,22,0.02,81.91,84.19,16.73,9.76,2.11
2017,3,23,0.0,81.88,84.88,17.0,9.36,2.06
2017,3,24,0.46,81.69,83.88,18.14,8.79,2.17
2017,3,25,0.7,81.47,82.5,18.86,10.75,2.2
2017,3,26,1.31,81.54,78.94,19.09,10.08,1.74
2017,3,27,20.22,81.75,86.25,18.1,8.77,2.04
2017,3,28,35.48,81.83,89.44,17.94,7.52,2.8
2017,3,29,6.12,81.54,88.31,18.42,8.76,3.05
2017,3,30,14.38,81.45,81.81,18.82,9.52,2.18
2017,3,31,11.05,81.64,89.56,18.23,7.52,2.66
2017,4,1,7.22,81.71,87.31,18.77,8.51,2.79
2017,4,2,0.44,81.45,81.69,19.76,10.31,2.15
2017,4,3,5.85,81.62,84.88,15.5,8.57,2.07
2017,4,4,0.47,81.34,73.0,16.11,14.96,1.7
2017,4,5,0.87,81.76,78.88,15.01,8.62,1.81
2017,4,6,6.92,81.65,87.56,15.19,10.2,2.35
2017,4,7,0.04,81.18,67.88,16.52,17.22,1.57
2017,4,8,0.8,81.22,68.62,17.1,12.57,1.84
2017,4,9,0.6,81.46,83.62,13.31,8.98,2.38
2017,4,10,0.01,81.76,74.5,11.25,11.88,1.48
2017,4,11,0.0,82.09,68.44,14.12,11.55,1.62
2017,4,12,0.0,82.11,78.31,12.74,9.92,2.02
2017,4,13,0.0,81.73,78.19,12.67,14.15,2.09
2017,4,14,0.99,81.69,79.12,14.23,11.7,1.97
2017,4,15,0.86,81.77,83.44,15.18,10.69,1.88
2017,4,16,2.07,82.13,90.19,12.69,6.54,1.75
2017,4,17,189.41,81.88,91.06,11.57,6.54,2.12
2017,4,18,70.29,81.61,88.94,12.05,8.18,1.72
2017,4,19,0.98,81.54,73.44,11.65,10.73,1.14
2017,4,20,0.0,81.53,61.25,12.9,16.91,1.81
2017,4,21,0.37,81.77,69.5,14.01,9.1,1.62
2017,4,22,0.43,81.88,80.31,13.33,11.12,1.57
2017,4,23,0.21,81.62,81.31,13.87,11.38,1.98
2017,4,24,0.09,81.39,70.75,14.63,12.91,1.67
2017,4,25,0.02,81.19,69.69,14.65,15.52,1.69
2017,4,26,0.0,81.89,80.31,9.37,9.18,1.7
2017,4,27,0.0,82.01,74.94,9.52,12.55,1.91
2017,4,28,0.0,81.98,58.12,12.79,13.12,1.35
2017,4,29,2.69,82.03,67.0,12.25,10.98,1.66
2017,4,30,0.17,81.99,71.81,12.31,11.5,1.61
2017,5,1,0.0,81.8,64.5,13.5,13.38,1.53
2017,5,2,0.0,81.52,58.5,15.12,13.43,1.38
2017,5,3,0.0,82.02,70.0,14.11,11.59,1.55
2017,5,4,0.0,81.75,79.38,12.91,11.88,1.55
2017,5,5,0.0,81.69,66.31,14.33,12.12,1.55
2017,5,6,0.0,81.26,68.44,15.37,15.21,1.99
2017,5,7,0.0,81.19,57.06,15.36,18.07,1.38
2017,5,8,2.12,81.57,67.31,13.12,9.91,1.78
2017,5,9,1.19,81.91,88.56,10.69,7.49,1.92
2017,5,10,0.64,81.81,83.69,10.44,9.46,2.02
2017,5,11,1.11,81.28,68.44,13.29,13.97,1.95
2017,5,12,0.24,81.1,64.31,14.55,14.55,1.49
2017,5,13,0.0,81.42,70.69,12.36,11.19,1.38
2017,5,14,0.0,81.46,66.94,12.02,13.65,1.38
2017,5,15,0.0,81.91,76.69,10.57,8.2,1.52
2017,5,16,0.43,81.51,77.56,10.67,13.23,1.66
2017,5,17,0.13,81.2,65.81,12.47,15.77,1.52
2017,5,18,0.0,81.02,52.5,12.34,16.61,2.05
2017,5,19,0.0,81.26,64.81,7.99,13.77,1.66
2017,5,20,0.0,81.41,55.38,8.25,15.07,1.31
2017,5,21,0.0,81.55,50.5,10.01,16.42,1.67
2017,5,22,0.0,81.35,63.31,11.76,12.61,1.09
2017,5,23,0.0,81.46,64.19,12.14,13.98,1.52
2017,5,24,0.0,81.3,68.12,13.11,12.24,1.62
2017,5,25,0.96,81.38,66.81,13.9,13.83,1.42
2017,5,26,2.96,81.97,91.25,7.69,6.32,2.03
2017,5,27,0.26,82.12,86.56,5.55,8.62,2.06
2017,5,28,0.0,81.9,72.44,6.37,12.72,1.42
2017,5,29,0.0,81.85,64.06,7.81,11.03,1.47
2017,5,30,0.35,81.97,83.88,5.19,7.29,1.62
2017,5,31,0.0,82.0,63.94,7.45,15.02,1.28
2017,6,1,0.0,81.8,55.69,9.83,14.09,1.3
2017,6,2,0.0,81.56,59.25,9.88,13.73,1.59
2017,6,3,0.0,81.29,57.88,10.85,14.7,1.28
2017,6,4,0.0,81.46,69.19,10.43,13.49,1.48
2017,6,5,3.65,81.56,84.44,9.01,8.92,1.88
2017,6,6,1.88,81.54,77.75,8.0,8.99,1.63
2017,6,7,0.07,81.05,59.19,9.91,12.88,1.2
2017,6,8,0.44,81.67,58.38,6.26,13.48,2.4
2017,6,9,0.11,82.17,57.81,8.21,15.07,1.29
2017,6,10,0.0,81.71,44.81,11.94,11.43,1.35
2017,6,11,0.0,81.59,59.0,9.65,14.48,1.7
2017,6,12,0.0,81.61,66.25,8.71,12.67,1.55
2017,6,13,0.0,81.68,48.5,10.13,16.62,1.33
2017,6,14,0.0,81.71,62.81,11.28,14.32,1.8
2017,6,15,0.0,81.44,52.19,13.85,18.7,1.29
2017,6,16,0.0,80.97,43.75,15.36,20.38,1.88
2017,6,17,0.0,81.12,50.81,15.0,13.27,1.33
2017,6,18,0.0,81.94,72.62,5.2,11.86,2.06
2017,6,19,0.0,82.16,61.69,4.65,16.56,1.56
2017,6,20,0.0,81.77,53.38,6.53,14.31,1.54
2017,6,21,0.0,81.46,45.44,10.17,17.67,1.34
2017,6,22,0.0,81.01,46.0,12.02,20.51,1.58
2017,6,23,0.0,81.27,47.25,11.65,17.87,1.45
2017,6,24,0.0,81.46,55.44,12.9,15.09,1.56
2017,6,25,0.0,81.27,53.94,14.18,20.16,2.17
2017,6,26,0.0,81.08,54.94,14.83,16.36,2.08
2017,6,27,0.0,81.65,65.94,10.77,10.34,1.63
2017,6,28,0.0,81.91,79.31,7.8,11.23,1.58
